Device;topic_prefix;topic_suffix;topic;Certain ?;Address;Writable;Size;Name;FunctionText;type;
Rég. bureau 332;emse/fayol/3ET/332/;button-pressed;emse/fayol/3ET/332/button-pressed;oui;2/5/133;true;1 Bit;Appui BP;Confirmation/Dérogation;bool;
Rég. bureau 332;emse/fayol/3ET/332/;command;emse/fayol/3ET/332/command;oui;2/3/245;false;1 Bit;Sortie;Commande;bool;
Rég. bureau 332;emse/fayol/3ET/332/;error;emse/fayol/3ET/332/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. bureau 332;emse/fayol/3ET/332/;temperature/comfort;emse/fayol/3ET/332/temperature/comfort;oui;2/0/213;true;2 Bytes;T° Confort;Consigne;temp;
Rég. bureau 332;emse/fayol/3ET/332/;temperature/current;emse/fayol/3ET/332/temperature/current;oui;2/0/13;false;2 Bytes;Ambiante;Température;temp;
Rég. bureau 332;emse/fayol/3ET/332/;temperature/outside;emse/fayol/3ET/332/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. bureau 332;emse/fayol/3ET/332/;temperature/setpoint;emse/fayol/3ET/332/temperature/setpoint;oui;2/3/45;false;1 Byte;Consigne en cours;Indication état;int;
Rég. bureau 332;emse/fayol/3ET/332/;temperature/setpoint/select;emse/fayol/3ET/332/temperature/setpoint/select;oui;4/2/1;true;1 Byte;Programmation annuelle;Sélection consigne;int;
Rég. bureau bibliothèque;emse/fayol/6ET/611/;command;emse/fayol/6ET/611/command;oui;1/4/30;false;1 Bit;Sortie;Commande;bool;
Rég. bureau bibliothèque;emse/fayol/6ET/611/;error;emse/fayol/6ET/611/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. bureau bibliothèque;emse/fayol/6ET/611/;temperature/comfort1;emse/fayol/6ET/611/temperature/comfort1;oui;4/1/70;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. bureau bibliothèque;emse/fayol/6ET/611/;temperature/current;emse/fayol/6ET/611/temperature/current;oui;1/0/54;false;2 Bytes;Ambiante;Température;temp;
Rég. bureau bibliothèque;emse/fayol/6ET/611/;temperature/outside;emse/fayol/6ET/611/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. bureau bibliothèque;emse/fayol/6ET/611/;temperature/setpoint;emse/fayol/6ET/611/temperature/setpoint;oui;1/3/86;false;1 Byte;Consigne en cours;Indication état;int;
Rég. bureau bibliothèque;emse/fayol/6ET/611/;temperature/setpoint/select;emse/fayol/6ET/611/temperature/setpoint/select;oui;4/0/26;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. circ. centrale N5;emse/fayol/5ET/waiting-area/;command;emse/fayol/5ET/waiting-area/command;oui;1/4/21;false;1 Bit;Sortie;Commande;bool;
Rég. circ. centrale N5;emse/fayol/5ET/waiting-area/;error;emse/fayol/5ET/waiting-area/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. circ. centrale N5;emse/fayol/5ET/waiting-area/;temperature/current;emse/fayol/5ET/waiting-area/temperature/current;oui;1/0/45;false;2 Bytes;Ambiante;Température;temp;
Rég. circ. centrale N5;emse/fayol/5ET/waiting-area/;temperature/outside;emse/fayol/5ET/waiting-area/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. circ. centrale N5;emse/fayol/5ET/waiting-area/;temperature/setpoint;emse/fayol/5ET/waiting-area/temperature/setpoint;oui;1/3/77;false;1 Byte;Consigne en cours;Indication état;int;
Rég. circ. centrale N5;emse/fayol/5ET/waiting-area/;temperature/setpoint/select;emse/fayol/5ET/waiting-area/temperature/setpoint/select;oui;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. circulation;emse/fayol/RDC/corridor-to-bathrooms/;command;emse/fayol/RDC/corridor-to-bathrooms/command;oui;1/3/238;false;1 Bit;Sortie;Commande;bool;
Rég. circulation;emse/fayol/RDC/corridor-to-bathrooms/;error;emse/fayol/RDC/corridor-to-bathrooms/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. circulation;emse/fayol/RDC/corridor-to-bathrooms/;temperature/current;emse/fayol/RDC/corridor-to-bathrooms/temperature/current;oui;1/0/6;false;2 Bytes;Ambiante;Température;temp;
Rég. circulation;emse/fayol/RDC/corridor-to-bathrooms/;temperature/outside;emse/fayol/RDC/corridor-to-bathrooms/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. circulation;emse/fayol/RDC/corridor-to-bathrooms/;temperature/setpoint;emse/fayol/RDC/corridor-to-bathrooms/temperature/setpoint;oui;1/3/38;false;1 Byte;Consigne en cours;Indication état;int;
Rég. circulation;emse/fayol/RDC/corridor-to-bathrooms/;temperature/setpoint/select;emse/fayol/RDC/corridor-to-bathrooms/temperature/setpoint/select;oui;4/0/4;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. circulation 2&3 N5;emse/fayol/5ET/corridor-unkown/;command;emse/fayol/5ET/corridor-unkown/command;non;1/4/23;false;1 Bit;Sortie;Commande;bool;
Rég. circulation 2&3 N5;emse/fayol/5ET/corridor-unkown/;error;emse/fayol/5ET/corridor-unkown/error;non;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. circulation 2&3 N5;emse/fayol/5ET/corridor-unkown/;temperature/current;emse/fayol/5ET/corridor-unkown/temperature/current;non;1/0/47;false;2 Bytes;Ambiante;Température;temp;
Rég. circulation 2&3 N5;emse/fayol/5ET/corridor-unkown/;temperature/outside;emse/fayol/5ET/corridor-unkown/temperature/outside;non;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. circulation 2&3 N5;emse/fayol/5ET/corridor-unkown/;temperature/setpoint;emse/fayol/5ET/corridor-unkown/temperature/setpoint;non;1/3/79;false;1 Byte;Consigne en cours;Indication état;int;
Rég. circulation 2&3 N5;emse/fayol/5ET/corridor-unkown/;temperature/setpoint/select;emse/fayol/5ET/corridor-unkown/temperature/setpoint/select;non;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. circulation droite N4;emse/fayol/4ET/corridor-north/;command;emse/fayol/4ET/corridor-north/command;non;1/4/19;false;1 Bit;Sortie;Commande;bool;
Rég. circulation droite N4;emse/fayol/4ET/corridor-north/;error;emse/fayol/4ET/corridor-north/error;non;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. circulation droite N4;emse/fayol/4ET/corridor-north/;temperature/current;emse/fayol/4ET/corridor-north/temperature/current;non;1/0/43;false;2 Bytes;Ambiante;Température;temp;
Rég. circulation droite N4;emse/fayol/4ET/corridor-north/;temperature/outside;emse/fayol/4ET/corridor-north/temperature/outside;non;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. circulation droite N4;emse/fayol/4ET/corridor-north/;temperature/setpoint;emse/fayol/4ET/corridor-north/temperature/setpoint;non;1/3/75;false;1 Byte;Consigne en cours;Indication état;int;
Rég. circulation droite N4;emse/fayol/4ET/corridor-north/;temperature/setpoint/select;emse/fayol/4ET/corridor-north/temperature/setpoint/select;non;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. circulation entrée N4;emse/fayol/4ET/waiting-area/;command;emse/fayol/4ET/waiting-area/command;oui;1/4/16;false;1 Bit;Sortie;Commande;bool;
Rég. circulation entrée N4;emse/fayol/4ET/waiting-area/;error;emse/fayol/4ET/waiting-area/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. circulation entrée N4;emse/fayol/4ET/waiting-area/;temperature/current;emse/fayol/4ET/waiting-area/temperature/current;oui;1/0/40;false;2 Bytes;Ambiante;Température;temp;
Rég. circulation entrée N4;emse/fayol/4ET/waiting-area/;temperature/outside;emse/fayol/4ET/waiting-area/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. circulation entrée N4;emse/fayol/4ET/waiting-area/;temperature/setpoint;emse/fayol/4ET/waiting-area/temperature/setpoint;oui;1/3/72;false;1 Byte;Consigne en cours;Indication état;int;
Rég. circulation entrée N4;emse/fayol/4ET/waiting-area/;temperature/setpoint/select;emse/fayol/4ET/waiting-area/temperature/setpoint/select;oui;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. circulation N1;emse/fayol/1ET/corridor-unknown/;command;emse/fayol/1ET/corridor-unknown/command;non;1/3/251;false;1 Bit;Sortie;Commande;bool;
Rég. circulation N1;emse/fayol/1ET/corridor-unknown/;error;emse/fayol/1ET/corridor-unknown/error;non;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. circulation N1;emse/fayol/1ET/corridor-unknown/;temperature/current;emse/fayol/1ET/corridor-unknown/temperature/current;non;1/0/19;false;2 Bytes;Ambiante;Température;temp;
Rég. circulation N1;emse/fayol/1ET/corridor-unknown/;temperature/outside;emse/fayol/1ET/corridor-unknown/temperature/outside;non;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. circulation N1;emse/fayol/1ET/corridor-unknown/;temperature/setpoint;emse/fayol/1ET/corridor-unknown/temperature/setpoint;non;1/3/51;false;1 Byte;Consigne en cours;Indication état;int;
Rég. circulation N1;emse/fayol/1ET/corridor-unknown/;temperature/setpoint/select;emse/fayol/1ET/corridor-unknown/temperature/setpoint/select;non;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. circulation N3;emse/fayol/3ET/corridor-unknown/;button-pressed;emse/fayol/3ET/corridor-unknown/button-pressed;non;2/5/136;true;1 Bit;Appui BP;Confirmation/Dérogation;bool;
Rég. circulation N3;emse/fayol/3ET/corridor-unknown/;command;emse/fayol/3ET/corridor-unknown/command;non;2/3/248;false;1 Bit;Sortie;Commande;bool;
Rég. circulation N3;emse/fayol/3ET/corridor-unknown/;error;emse/fayol/3ET/corridor-unknown/error;non;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. circulation N3;emse/fayol/3ET/corridor-unknown/;temperature/comfort;emse/fayol/3ET/corridor-unknown/temperature/comfort;non;2/0/216;true;2 Bytes;T° Confort;Consigne;temp;
Rég. circulation N3;emse/fayol/3ET/corridor-unknown/;temperature/current;emse/fayol/3ET/corridor-unknown/temperature/current;non;2/0/16;false;2 Bytes;Ambiante;Température;temp;
Rég. circulation N3;emse/fayol/3ET/corridor-unknown/;temperature/outside;emse/fayol/3ET/corridor-unknown/temperature/outside;non;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. circulation N3;emse/fayol/3ET/corridor-unknown/;temperature/setpoint;emse/fayol/3ET/corridor-unknown/temperature/setpoint;non;2/3/48;false;1 Byte;Consigne en cours;Indication état;int;
Rég. circulation N3;emse/fayol/3ET/corridor-unknown/;temperature/setpoint/select;emse/fayol/3ET/corridor-unknown/temperature/setpoint/select;non;4/2/4;true;1 Byte;Programmation annuelle;Sélection consigne;int;
Rég. circulation nord;emse/fayol/unkown/corridor-north/;button-pressed;emse/fayol/unkown/corridor-north/button-pressed;non;2/5/150;true;1 Bit;Appui BP;Confirmation/Dérogation;bool;
Rég. circulation nord;emse/fayol/unkown/corridor-north/;command;emse/fayol/unkown/corridor-north/command;non;2/4/6;false;1 Bit;Sortie;Commande;bool;
Rég. circulation nord;emse/fayol/unkown/corridor-north/;error;emse/fayol/unkown/corridor-north/error;non;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. circulation nord;emse/fayol/unkown/corridor-north/;temperature/current;emse/fayol/unkown/corridor-north/temperature/current;non;2/0/30;false;2 Bytes;Ambiante;Température;temp;
Rég. circulation nord;emse/fayol/unkown/corridor-north/;temperature/outside;emse/fayol/unkown/corridor-north/temperature/outside;non;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. circulation nord;emse/fayol/unkown/corridor-north/;temperature/setpoint;emse/fayol/unkown/corridor-north/temperature/setpoint;non;2/3/62;false;1 Byte;Consigne en cours;Indication état;int;
Rég. circulation nord;emse/fayol/unkown/corridor-north/;temperature/setpoint/select;emse/fayol/unkown/corridor-north/temperature/setpoint/select;non;4/2/18;true;1 Byte;Programmation annuelle;Sélection consigne;int;
Rég. circulation nord N2;emse/fayol/2ET/north-corridor/;command;emse/fayol/2ET/north-corridor/command;oui;1/4/0;false;1 Bit;Sortie;Commande;bool;
Rég. circulation nord N2;emse/fayol/2ET/north-corridor/;error;emse/fayol/2ET/north-corridor/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. circulation nord N2;emse/fayol/2ET/north-corridor/;temperature/current;emse/fayol/2ET/north-corridor/temperature/current;oui;1/0/24;false;2 Bytes;Ambiante;Température;temp;
Rég. circulation nord N2;emse/fayol/2ET/north-corridor/;temperature/outside;emse/fayol/2ET/north-corridor/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. circulation nord N2;emse/fayol/2ET/north-corridor/;temperature/setpoint;emse/fayol/2ET/north-corridor/temperature/setpoint;oui;1/3/56;false;1 Byte;Consigne en cours;Indication état;int;
Rég. circulation nord N2;emse/fayol/2ET/north-corridor/;temperature/setpoint/select;emse/fayol/2ET/north-corridor/temperature/setpoint/select;oui;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. circulation sanitaires droite N4;emse/fayol/4ET/corridor-bathroom-north/;command;emse/fayol/4ET/corridor-bathroom-north/command;non;1/4/17;false;1 Bit;Sortie;Commande;bool;
Rég. circulation sanitaires droite N4;emse/fayol/4ET/corridor-bathroom-north/;error;emse/fayol/4ET/corridor-bathroom-north/error;non;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. circulation sanitaires droite N4;emse/fayol/4ET/corridor-bathroom-north/;temperature/current;emse/fayol/4ET/corridor-bathroom-north/temperature/current;non;1/0/41;false;2 Bytes;Ambiante;Température;temp;
Rég. circulation sanitaires droite N4;emse/fayol/4ET/corridor-bathroom-north/;temperature/outside;emse/fayol/4ET/corridor-bathroom-north/temperature/outside;non;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. circulation sanitaires droite N4;emse/fayol/4ET/corridor-bathroom-north/;temperature/setpoint;emse/fayol/4ET/corridor-bathroom-north/temperature/setpoint;non;1/3/73;false;1 Byte;Consigne en cours;Indication état;int;
Rég. circulation sanitaires droite N4;emse/fayol/4ET/corridor-bathroom-north/;temperature/setpoint/select;emse/fayol/4ET/corridor-bathroom-north/temperature/setpoint/select;non;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. cours 1 N1;emse/fayol/1ET/120/;command;emse/fayol/1ET/120/command;oui;1/3/250;false;1 Bit;Sortie;Commande;bool;
Rég. cours 1 N1;emse/fayol/1ET/120/;error;emse/fayol/1ET/120/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. cours 1 N1;emse/fayol/1ET/120/;temperature/comfort1;emse/fayol/1ET/120/temperature/comfort1;oui;4/1/55;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. cours 1 N1;emse/fayol/1ET/120/;temperature/current;emse/fayol/1ET/120/temperature/current;oui;1/0/18;false;2 Bytes;Ambiante;Température;temp;
Rég. cours 1 N1;emse/fayol/1ET/120/;temperature/outside;emse/fayol/1ET/120/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. cours 1 N1;emse/fayol/1ET/120/;temperature/setpoint;emse/fayol/1ET/120/temperature/setpoint;oui;1/3/50;false;1 Byte;Consigne en cours;Indication état;int;
Rég. cours 1 N1;emse/fayol/1ET/120/;temperature/setpoint/select;emse/fayol/1ET/120/temperature/setpoint/select;oui;4/0/11;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. cours 2 N2;emse/fayol/2ET/224/;command;emse/fayol/2ET/224/command;oui;1/4/5;false;1 Bit;Sortie;Commande;bool;
Rég. cours 2 N2;emse/fayol/2ET/224/;error;emse/fayol/2ET/224/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. cours 2 N2;emse/fayol/2ET/224/;temperature/comfort1;emse/fayol/2ET/224/temperature/comfort1;oui;4/1/62;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. cours 2 N2;emse/fayol/2ET/224/;temperature/current;emse/fayol/2ET/224/temperature/current;oui;1/0/29;false;2 Bytes;Ambiante;Température;temp;
Rég. cours 2 N2;emse/fayol/2ET/224/;temperature/outside;emse/fayol/2ET/224/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. cours 2 N2;emse/fayol/2ET/224/;temperature/setpoint;emse/fayol/2ET/224/temperature/setpoint;oui;1/3/61;false;1 Byte;Consigne en cours;Indication état;int;
Rég. cours 2 N2;emse/fayol/2ET/224/;temperature/setpoint/select;emse/fayol/2ET/224/temperature/setpoint/select;oui;4/0/18;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. cours 3 N1;emse/fayol/1ET/129/;command;emse/fayol/1ET/129/command;oui;1/3/247;false;1 Bit;Sortie;Commande;bool;
Rég. cours 3 N1;emse/fayol/1ET/129/;error;emse/fayol/1ET/129/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. cours 3 N1;emse/fayol/1ET/129/;temperature/comfort1;emse/fayol/1ET/129/temperature/comfort1;oui;4/1/53;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. cours 3 N1;emse/fayol/1ET/129/;temperature/current;emse/fayol/1ET/129/temperature/current;oui;1/0/15;false;2 Bytes;Ambiante;Température;temp;
Rég. cours 3 N1;emse/fayol/1ET/129/;temperature/outside;emse/fayol/1ET/129/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. cours 3 N1;emse/fayol/1ET/129/;temperature/setpoint;emse/fayol/1ET/129/temperature/setpoint;oui;1/3/47;false;1 Byte;Consigne en cours;Indication état;int;
Rég. cours 3 N1;emse/fayol/1ET/129/;temperature/setpoint/select;emse/fayol/1ET/129/temperature/setpoint/select;oui;4/0/9;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. cours 3 N2;emse/fayol/2ET/230/;command;emse/fayol/2ET/230/command;oui;1/4/7;false;1 Bit;Sortie;Commande;bool;
Rég. cours 3 N2;emse/fayol/2ET/230/;error;emse/fayol/2ET/230/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. cours 3 N2;emse/fayol/2ET/230/;temperature/comfort1;emse/fayol/2ET/230/temperature/comfort1;oui;4/1/64;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. cours 3 N2;emse/fayol/2ET/230/;temperature/current;emse/fayol/2ET/230/temperature/current;oui;1/0/31;false;2 Bytes;Ambiante;Température;temp;
Rég. cours 3 N2;emse/fayol/2ET/230/;temperature/outside;emse/fayol/2ET/230/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. cours 3 N2;emse/fayol/2ET/230/;temperature/setpoint;emse/fayol/2ET/230/temperature/setpoint;oui;1/3/63;false;1 Byte;Consigne en cours;Indication état;int;
Rég. cours 3 N2;emse/fayol/2ET/230/;temperature/setpoint/select;emse/fayol/2ET/230/temperature/setpoint/select;oui;4/0/20;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. cours 4 N2;emse/fayol/2ET/232/;command;emse/fayol/2ET/232/command;oui;1/4/6;false;1 Bit;Sortie;Commande;bool;
Rég. cours 4 N2;emse/fayol/2ET/232/;error;emse/fayol/2ET/232/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. cours 4 N2;emse/fayol/2ET/232/;temperature/comfort1;emse/fayol/2ET/232/temperature/comfort1;oui;4/1/63;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. cours 4 N2;emse/fayol/2ET/232/;temperature/current;emse/fayol/2ET/232/temperature/current;oui;1/0/30;false;2 Bytes;Ambiante;Température;temp;
Rég. cours 4 N2;emse/fayol/2ET/232/;temperature/outside;emse/fayol/2ET/232/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. cours 4 N2;emse/fayol/2ET/232/;temperature/setpoint;emse/fayol/2ET/232/temperature/setpoint;oui;1/3/62;false;1 Byte;Consigne en cours;Indication état;int;
Rég. cours 4 N2;emse/fayol/2ET/232/;temperature/setpoint/select;emse/fayol/2ET/232/temperature/setpoint/select;oui;4/0/19;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. DEA N2;emse/fayol/2ET/214/;command;emse/fayol/2ET/214/command;oui;1/4/10;false;1 Bit;Sortie;Commande;bool;
Rég. DEA N2;emse/fayol/2ET/214/;error;emse/fayol/2ET/214/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. DEA N2;emse/fayol/2ET/214/;temperature/comfort1;emse/fayol/2ET/214/temperature/comfort1;oui;4/1/67;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. DEA N2;emse/fayol/2ET/214/;temperature/current;emse/fayol/2ET/214/temperature/current;oui;1/0/34;false;2 Bytes;Ambiante;Température;temp;
Rég. DEA N2;emse/fayol/2ET/214/;temperature/outside;emse/fayol/2ET/214/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. DEA N2;emse/fayol/2ET/214/;temperature/setpoint;emse/fayol/2ET/214/temperature/setpoint;oui;1/3/66;false;1 Byte;Consigne en cours;Indication état;int;
Rég. DEA N2;emse/fayol/2ET/214/;temperature/setpoint/select;emse/fayol/2ET/214/temperature/setpoint/select;oui;4/0/23;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. déambulatoire N6;emse/fayol/6ET/cloackarea/;command;emse/fayol/6ET/cloackarea/command;oui;1/4/27;false;1 Bit;Sortie;Commande;bool;
Rég. déambulatoire N6;emse/fayol/6ET/cloackarea/;error;emse/fayol/6ET/cloackarea/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. déambulatoire N6;emse/fayol/6ET/cloackarea/;temperature/comfort1;emse/fayol/6ET/cloackarea/temperature/comfort1;oui;4/1/71;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. déambulatoire N6;emse/fayol/6ET/cloackarea/;temperature/current;emse/fayol/6ET/cloackarea/temperature/current;oui;1/0/51;false;2 Bytes;Ambiante;Température;temp;
Rég. déambulatoire N6;emse/fayol/6ET/cloackarea/;temperature/outside;emse/fayol/6ET/cloackarea/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. déambulatoire N6;emse/fayol/6ET/cloackarea/;temperature/setpoint;emse/fayol/6ET/cloackarea/temperature/setpoint;oui;1/3/83;false;1 Byte;Consigne en cours;Indication état;int;
Rég. déambulatoire N6;emse/fayol/6ET/cloackarea/;temperature/setpoint/select;emse/fayol/6ET/cloackarea/temperature/setpoint/select;oui;4/0/27;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. entrée N2;emse/fayol/2ET/printer-zone/;command;emse/fayol/2ET/printer-zone/command;oui;1/4/13;false;1 Bit;Sortie;Commande;bool;
Rég. entrée N2;emse/fayol/2ET/printer-zone/;error;emse/fayol/2ET/printer-zone/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. entrée N2;emse/fayol/2ET/printer-zone/;temperature/current;emse/fayol/2ET/printer-zone/temperature/current;oui;1/0/37;false;2 Bytes;Ambiante;Température;temp;
Rég. entrée N2;emse/fayol/2ET/printer-zone/;temperature/outside;emse/fayol/2ET/printer-zone/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. entrée N2;emse/fayol/2ET/printer-zone/;temperature/setpoint;emse/fayol/2ET/printer-zone/temperature/setpoint;oui;1/3/69;false;1 Byte;Consigne en cours;Indication état;int;
Rég. entrée N2;emse/fayol/2ET/printer-zone/;temperature/setpoint/select;emse/fayol/2ET/printer-zone/temperature/setpoint/select;oui;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. espace élèves N1;emse/fayol/1ET/espace-eleves/;command;emse/fayol/1ET/espace-eleves/command;oui;1/3/252;false;1 Bit;Sortie;Commande;bool;
Rég. espace élèves N1;emse/fayol/1ET/espace-eleves/;error;emse/fayol/1ET/espace-eleves/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. espace élèves N1;emse/fayol/1ET/espace-eleves/;temperature/comfort1;emse/fayol/1ET/espace-eleves/temperature/comfort1;oui;4/1/56;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. espace élèves N1;emse/fayol/1ET/espace-eleves/;temperature/current;emse/fayol/1ET/espace-eleves/temperature/current;oui;1/0/20;false;2 Bytes;Ambiante;Température;temp;
Rég. espace élèves N1;emse/fayol/1ET/espace-eleves/;temperature/outside;emse/fayol/1ET/espace-eleves/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. espace élèves N1;emse/fayol/1ET/espace-eleves/;temperature/setpoint;emse/fayol/1ET/espace-eleves/temperature/setpoint;oui;1/3/52;false;1 Byte;Consigne en cours;Indication état;int;
Rég. espace élèves N1;emse/fayol/1ET/espace-eleves/;temperature/setpoint/select;emse/fayol/1ET/espace-eleves/temperature/setpoint/select;oui;4/0/12;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. espace lecture N6;emse/fayol/6ET/604/;command;emse/fayol/6ET/604/command;oui;1/4/25;false;1 Bit;Sortie;Commande;bool;
Rég. espace lecture N6;emse/fayol/6ET/604/;error;emse/fayol/6ET/604/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. espace lecture N6;emse/fayol/6ET/604/;temperature/comfort1;emse/fayol/6ET/604/temperature/comfort1;oui;4/1/70;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. espace lecture N6;emse/fayol/6ET/604/;temperature/current;emse/fayol/6ET/604/temperature/current;oui;1/0/49;false;2 Bytes;Ambiante;Température;temp;
Rég. espace lecture N6;emse/fayol/6ET/604/;temperature/outside;emse/fayol/6ET/604/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. espace lecture N6;emse/fayol/6ET/604/;temperature/setpoint;emse/fayol/6ET/604/temperature/setpoint;oui;1/3/81;false;1 Byte;Consigne en cours;Indication état;int;
Rég. espace lecture N6;emse/fayol/6ET/604/;temperature/setpoint/select;emse/fayol/6ET/604/temperature/setpoint/select;oui;4/0/26;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. foyer N6;emse/fayol/6ET/620/;command;emse/fayol/6ET/620/command;oui;1/4/28;false;1 Bit;Sortie;Commande;bool;
Rég. foyer N6;emse/fayol/6ET/620/;error;emse/fayol/6ET/620/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. foyer N6;emse/fayol/6ET/620/;temperature/comfort1;emse/fayol/6ET/620/temperature/comfort1;oui;4/1/72;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. foyer N6;emse/fayol/6ET/620/;temperature/current;emse/fayol/6ET/620/temperature/current;oui;1/0/52;false;2 Bytes;Ambiante;Température;temp;
Rég. foyer N6;emse/fayol/6ET/620/;temperature/outside;emse/fayol/6ET/620/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. foyer N6;emse/fayol/6ET/620/;temperature/setpoint;emse/fayol/6ET/620/temperature/setpoint;oui;1/3/84;false;1 Byte;Consigne en cours;Indication état;int;
Rég. foyer N6;emse/fayol/6ET/620/;temperature/setpoint/select;emse/fayol/6ET/620/temperature/setpoint/select;oui;4/0/28;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
