Device;topic_prefix;topic_suffix;topic;Certain ?;Address;Writable;Size;Name;FunctionText;type;
Rég. sanitaires N5;emse/fayol/5ET/531H/;temperature/setpoint/select;emse/fayol/5ET/531H/temperature/setpoint/select;;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. sanitaires N6;emse/fayol/6ET/south-bathroom/;command;emse/fayol/6ET/south-bathroom/command;;1/4/29;false;1 Bit;Sortie;Commande;bool;
Rég. sanitaires N6;emse/fayol/6ET/south-bathroom/;error;emse/fayol/6ET/south-bathroom/error;;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. sanitaires N6;emse/fayol/6ET/south-bathroom/;temperature/current;emse/fayol/6ET/south-bathroom/temperature/current;;1/0/53;false;2 Bytes;Ambiante;Température;temp;
Rég. sanitaires N6;emse/fayol/6ET/south-bathroom/;temperature/outside;emse/fayol/6ET/south-bathroom/temperature/outside;;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. sanitaires N6;emse/fayol/6ET/south-bathroom/;temperature/setpoint;emse/fayol/6ET/south-bathroom/temperature/setpoint;;1/3/85;false;1 Byte;Consigne en cours;Indication état;int;
Rég. sanitaires N6;emse/fayol/6ET/south-bathroom/;temperature/setpoint/select;emse/fayol/6ET/south-bathroom/temperature/setpoint/select;;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. TP options N2;emse/fayol/2ET/211/;command;emse/fayol/2ET/211/command;oui;1/4/3;false;1 Bit;Sortie;Commande;bool;
Rég. TP options N2;emse/fayol/2ET/211/;error;emse/fayol/2ET/211/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. TP options N2;emse/fayol/2ET/211/;temperature/comfort1;emse/fayol/2ET/211/temperature/comfort1;oui;4/1/60;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. TP options N2;emse/fayol/2ET/211/;temperature/current;emse/fayol/2ET/211/temperature/current;oui;1/0/27;false;2 Bytes;Ambiante;Température;temp;
Rég. TP options N2;emse/fayol/2ET/211/;temperature/outside;emse/fayol/2ET/211/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. TP options N2;emse/fayol/2ET/211/;temperature/setpoint;emse/fayol/2ET/211/temperature/setpoint;oui;1/3/59;false;1 Byte;Consigne en cours;Indication état;int;
Rég. TP options N2;emse/fayol/2ET/211/;temperature/setpoint/select;emse/fayol/2ET/211/temperature/setpoint/select;oui;4/0/16;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. TP S.S.E.I N2;emse/fayol/2ET/203/;command;emse/fayol/2ET/203/command;oui;1/4/1;false;1 Bit;Sortie;Commande;bool;
Rég. TP S.S.E.I N2;emse/fayol/2ET/203/;error;emse/fayol/2ET/203/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. TP S.S.E.I N2;emse/fayol/2ET/203/;temperature/comfort1;emse/fayol/2ET/203/temperature/comfort1;oui;4/1/58;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. TP S.S.E.I N2;emse/fayol/2ET/203/;temperature/current;emse/fayol/2ET/203/temperature/current;oui;1/0/25;false;2 Bytes;Ambiante;Température;temp;
Rég. TP S.S.E.I N2;emse/fayol/2ET/203/;temperature/outside;emse/fayol/2ET/203/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. TP S.S.E.I N2;emse/fayol/2ET/203/;temperature/setpoint;emse/fayol/2ET/203/temperature/setpoint;oui;1/3/57;false;1 Byte;Consigne en cours;Indication état;int;
Rég. TP S.S.E.I N2;emse/fayol/2ET/203/;temperature/setpoint/select;emse/fayol/2ET/203/temperature/setpoint/select;oui;4/0/14;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Sonde Régulateur Salle 403;emse/fayol/4ET/403/;temperature/current;emse/fayol/4ET/403/temperature/current;oui;3/0/12;false;2 Bytes;Indication d'état;Température ambiante;temp;
Sonde Régulateur Salle 403;emse/fayol/4ET/403/;temperature/outside;emse/fayol/4ET/403/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Sonde Régulateur Salle 403;emse/fayol/4ET/403/;temperature/setpoint;emse/fayol/4ET/403/temperature/setpoint;oui;3/0/212;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Sonde Régulateur Salle 403;emse/fayol/4ET/403/;temperature/setpoint/select;emse/fayol/4ET/403/temperature/setpoint/select;oui;3/0/112;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Sonde Régulateur Salle 403;emse/fayol/4ET/403/;valve-position;emse/fayol/4ET/403/valve-position;oui;2/0/112;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
Sonde Régulateur Salle 408;emse/fayol/4ET/408/;temperature/current;emse/fayol/4ET/408/temperature/current;oui;3/0/30;false;2 Bytes;Indication d'état;Température ambiante;temp;
Sonde Régulateur Salle 408;emse/fayol/4ET/408/;temperature/outside;emse/fayol/4ET/408/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Sonde Régulateur Salle 408;emse/fayol/4ET/408/;temperature/setpoint;emse/fayol/4ET/408/temperature/setpoint;oui;3/0/230;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Sonde Régulateur Salle 408;emse/fayol/4ET/408/;temperature/setpoint/select;emse/fayol/4ET/408/temperature/setpoint/select;oui;3/0/130;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Sonde Régulateur Salle 408;emse/fayol/4ET/408/;valve-position;emse/fayol/4ET/408/valve-position;oui;2/0/130;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
"Sonde Régulateur Salle 416 ""secretariat""";emse/fayol/4ET/416/;temperature/current;emse/fayol/4ET/416/temperature/current;oui;3/0/27;false;2 Bytes;Indication d'état;Température ambiante;temp;
"Sonde Régulateur Salle 416 ""secretariat""";emse/fayol/4ET/416/;temperature/outside;emse/fayol/4ET/416/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
"Sonde Régulateur Salle 416 ""secretariat""";emse/fayol/4ET/416/;temperature/setpoint;emse/fayol/4ET/416/temperature/setpoint;oui;3/0/227;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
"Sonde Régulateur Salle 416 ""secretariat""";emse/fayol/4ET/416/;temperature/setpoint/select;emse/fayol/4ET/416/temperature/setpoint/select;oui;3/0/127;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
"Sonde Régulateur Salle 416 ""secretariat""";emse/fayol/4ET/416/;valve-position;emse/fayol/4ET/416/valve-position;oui;2/0/127;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
Sonde Régulateur Salle 423;emse/fayol/4ET/423/;temperature/current;emse/fayol/4ET/423/temperature/current;oui;3/0/17;false;2 Bytes;Indication d'état;Température ambiante;temp;
Sonde Régulateur Salle 423;emse/fayol/4ET/423/;temperature/outside;emse/fayol/4ET/423/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Sonde Régulateur Salle 423;emse/fayol/4ET/423/;temperature/setpoint;emse/fayol/4ET/423/temperature/setpoint;oui;3/0/217;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Sonde Régulateur Salle 423;emse/fayol/4ET/423/;temperature/setpoint/select;emse/fayol/4ET/423/temperature/setpoint/select;oui;3/0/117;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Sonde Régulateur Salle 423;emse/fayol/4ET/423/;valve-position;emse/fayol/4ET/423/valve-position;oui;2/0/117;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
Sonde Régulateur Salle 426;emse/fayol/4ET/426/;temperature/current;emse/fayol/4ET/426/temperature/current;oui;3/0/23;false;2 Bytes;Indication d'état;Température ambiante;temp;
Sonde Régulateur Salle 426;emse/fayol/4ET/426/;temperature/outside;emse/fayol/4ET/426/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Sonde Régulateur Salle 426;emse/fayol/4ET/426/;temperature/setpoint;emse/fayol/4ET/426/temperature/setpoint;oui;3/0/223;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Sonde Régulateur Salle 426;emse/fayol/4ET/426/;temperature/setpoint/select;emse/fayol/4ET/426/temperature/setpoint/select;oui;3/0/123;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Sonde Régulateur Salle 426;emse/fayol/4ET/426/;valve-position;emse/fayol/4ET/426/valve-position;oui;2/0/123;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
Sonde Régulateur Salle 432;emse/fayol/4ET/432/;temperature/current;emse/fayol/4ET/432/temperature/current;oui;3/0/21;false;2 Bytes;Indication d'état;Température ambiante;temp;
Sonde Régulateur Salle 432;emse/fayol/4ET/432/;temperature/outside;emse/fayol/4ET/432/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Sonde Régulateur Salle 432;emse/fayol/4ET/432/;temperature/setpoint;emse/fayol/4ET/432/temperature/setpoint;oui;3/0/221;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Sonde Régulateur Salle 432;emse/fayol/4ET/432/;temperature/setpoint/select;emse/fayol/4ET/432/temperature/setpoint/select;oui;3/0/121;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Sonde Régulateur Salle 432;emse/fayol/4ET/432/;valve-position;emse/fayol/4ET/432/valve-position;oui;2/0/121;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
Sonde Régulateur Salle 502;emse/fayol/5ET/502/;temperature/current;emse/fayol/5ET/502/temperature/current;oui;3/0/52;false;2 Bytes;Indication d'état;Température ambiante;temp;
Sonde Régulateur Salle 502;emse/fayol/5ET/502/;temperature/outside;emse/fayol/5ET/502/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Sonde Régulateur Salle 502;emse/fayol/5ET/502/;temperature/setpoint;emse/fayol/5ET/502/temperature/setpoint;oui;3/0/252;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Sonde Régulateur Salle 502;emse/fayol/5ET/502/;temperature/setpoint/select;emse/fayol/5ET/502/temperature/setpoint/select;oui;3/0/152;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Sonde Régulateur Salle 502;emse/fayol/5ET/502/;valve-position;emse/fayol/5ET/502/valve-position;oui;2/0/152;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
Sonde Régulateur Salle 526;emse/fayol/5ET/526/;temperature/current;emse/fayol/5ET/526/temperature/current;oui;3/0/43;false;2 Bytes;Indication d'état;Température ambiante;temp;
Sonde Régulateur Salle 526;emse/fayol/5ET/526/;temperature/outside;emse/fayol/5ET/526/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Sonde Régulateur Salle 526;emse/fayol/5ET/526/;temperature/setpoint;emse/fayol/5ET/526/temperature/setpoint;oui;3/0/243;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Sonde Régulateur Salle 526;emse/fayol/5ET/526/;temperature/setpoint/select;emse/fayol/5ET/526/temperature/setpoint/select;oui;3/0/143;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Sonde Régulateur Salle 526;emse/fayol/5ET/526/;valve-position;emse/fayol/5ET/526/valve-position;oui;2/0/143;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
Sonde Régulateur Salle 530;emse/fayol/5ET/530/;temperature/current;emse/fayol/5ET/530/temperature/current;oui;3/0/41;false;2 Bytes;Indication d'état;Température ambiante;temp;
Sonde Régulateur Salle 530;emse/fayol/5ET/530/;temperature/outside;emse/fayol/5ET/530/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Sonde Régulateur Salle 530;emse/fayol/5ET/530/;temperature/setpoint;emse/fayol/5ET/530/temperature/setpoint;oui;3/0/241;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Sonde Régulateur Salle 530;emse/fayol/5ET/530/;temperature/setpoint/select;emse/fayol/5ET/530/temperature/setpoint/select;oui;3/0/141;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Sonde Régulateur Salle 530;emse/fayol/5ET/530/;valve-position;emse/fayol/5ET/530/valve-position;oui;2/0/141;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
